Question,Answer
"In 1972, Pakistan consumed how much of coal in terms of TWh?",6.82 TWh
"In 1973, Pakistan consumed how much of coal in terms of TWh?",6.77 TWh
"In 1974, Pakistan consumed how much of coal in terms of TWh?",6.20 TWh
"In 1975, Pakistan consumed how much of coal in terms of TWh?",6.01 TWh
"In 1976, Pakistan consumed how much of coal in terms of TWh?",5.95 TWh
"In 1977, Pakistan consumed how much of coal in terms of TWh?",6.48 TWh
"In 1978, Pakistan consumed how much of coal in terms of TWh?",6.90 TWh
"In 1979, Pakistan consumed how much of coal in terms of TWh?",7.69 TWh
"In 1980, Pakistan consumed how much of coal in terms of TWh?",8.19 TWh
"In 1981, Pakistan consumed how much of coal in terms of TWh?",9.29 TWh
"In 1982, Pakistan consumed how much of coal in terms of TWh?",10.54 TWh
"In 1983, Pakistan consumed how much of coal in terms of TWh?",11.96 TWh
"In 1984, Pakistan consumed how much of coal in terms of TWh?",13.56 TWh
"In 1985, Pakistan consumed how much of coal in terms of TWh?",15.39 TWh
"In 1986, Pakistan consumed how much of coal in terms of TWh?",17.46 TWh
"In 1987, Pakistan consumed how much of coal in terms of TWh?",19.82 TWh
"In 1988, Pakistan consumed how much of coal in terms of TWh?",20.72 TWh
"In 1989, Pakistan consumed how much of coal in terms of TWh?",22.70 TWh
"In 1990, Pakistan consumed how much of coal in terms of TWh?",24.06 TWh
"In 1991, Pakistan consumed how much of coal in terms of TWh?",23.82 TWh
"In 1992, Pakistan consumed how much of coal in terms of TWh?",24.46 TWh
"In 1993, Pakistan consumed how much of coal in terms of TWh?",25.68 TWh
"In 1994, Pakistan consumed how much of coal in terms of TWh?",25.49 TWh
"In 1995, Pakistan consumed how much of coal in terms of TWh?",25.70 TWh
"In 1996, Pakistan consumed how much of coal in terms of TWh?",26.05 TWh
"In 1997, Pakistan consumed how much of coal in terms of TWh?",24.35 TWh
"In 1998, Pakistan consumed how much of coal in terms of TWh?",24.38 TWh
"In 1999, Pakistan consumed how much of coal in terms of TWh?",24.39 TWh
"In 2000, Pakistan consumed how much of coal in terms of TWh?",23.59 TWh
"In 2001, Pakistan consumed how much of coal in terms of TWh?",24.48 TWh
"In 2002, Pakistan consumed how much of coal in terms of TWh?",27.45 TWh
"In 2003, Pakistan consumed how much of coal in terms of TWh?",35.22 TWh
"In 2004, Pakistan consumed how much of coal in terms of TWh?",39.28 TWh
"In 2005, Pakistan consumed how much of coal in terms of TWh?",43.61 TWh
"In 2006, Pakistan consumed how much of coal in terms of TWh?",46.21 TWh
"In 2007, Pakistan consumed how much of coal in terms of TWh?",63.23 TWh
"In 2008, Pakistan consumed how much of coal in terms of TWh?",69.67 TWh
"In 2009, Pakistan consumed how much of coal in terms of TWh?",57.30 TWh
"In 2010, Pakistan consumed how much of coal in terms of TWh?",53.85 TWh
"In 2011, Pakistan consumed how much of coal in terms of TWh?",46.43 TWh
"In 2012, Pakistan consumed how much of coal in terms of TWh?",47.09 TWh
"In 2013, Pakistan consumed how much of coal in terms of TWh?",37.31 TWh
"In 2014, Pakistan consumed how much of coal in terms of TWh?",55.00 TWh
"In 2015, Pakistan consumed how much of coal in terms of TWh?",54.26 TWh
"In 2016, Pakistan consumed how much of coal in terms of TWh?",62.12 TWh
"In 2017, Pakistan consumed how much of coal in terms of TWh?",83.12 TWh
"In 2018, Pakistan consumed how much of coal in terms of TWh?",137.65 TWh
"In 2019, Pakistan consumed how much of coal in terms of TWh?",156.56 TWh
"In 2020, Pakistan consumed how much of coal in terms of TWh?",181.75 TWh
"In 2021, Pakistan consumed how much of coal in terms of TWh?",200.76 TWh
"In 2022, Pakistan consumed how much of coal in terms of TWh?",178.55 TWh
"In 2023, Pakistan consumed how much of coal in terms of TWh?",171.42 TWh
"In 1965, Peru consumed how much of coal in terms of TWh?",0.42 TWh
"In 1966, Peru consumed how much of coal in terms of TWh?",0.53 TWh
"In 1967, Peru consumed how much of coal in terms of TWh?",0.60 TWh
"In 1968, Peru consumed how much of coal in terms of TWh?",0.59 TWh
"In 1969, Peru consumed how much of coal in terms of TWh?",1.00 TWh
"In 1970, Peru consumed how much of coal in terms of TWh?",1.01 TWh
"In 1971, Peru consumed how much of coal in terms of TWh?",1.42 TWh
"In 1972, Peru consumed how much of coal in terms of TWh?",1.53 TWh
"In 1973, Peru consumed how much of coal in terms of TWh?",1.75 TWh
"In 1974, Peru consumed how much of coal in terms of TWh?",1.87 TWh
"In 1975, Peru consumed how much of coal in terms of TWh?",1.95 TWh
"In 1976, Peru consumed how much of coal in terms of TWh?",1.51 TWh
"In 1977, Peru consumed how much of coal in terms of TWh?",1.73 TWh
"In 1978, Peru consumed how much of coal in terms of TWh?",1.48 TWh
"In 1979, Peru consumed how much of coal in terms of TWh?",1.57 TWh
"In 1980, Peru consumed how much of coal in terms of TWh?",1.65 TWh
"In 1981, Peru consumed how much of coal in terms of TWh?",1.67 TWh
"In 1982, Peru consumed how much of coal in terms of TWh?",1.89 TWh
"In 1983, Peru consumed how much of coal in terms of TWh?",1.60 TWh
"In 1984, Peru consumed how much of coal in terms of TWh?",1.28 TWh
"In 1985, Peru consumed how much of coal in terms of TWh?",1.39 TWh
"In 1986, Peru consumed how much of coal in terms of TWh?",1.89 TWh
"In 1987, Peru consumed how much of coal in terms of TWh?",2.14 TWh
"In 1988, Peru consumed how much of coal in terms of TWh?",2.10 TWh
"In 1989, Peru consumed how much of coal in terms of TWh?",2.34 TWh
"In 1990, Peru consumed how much of coal in terms of TWh?",1.69 TWh
"In 1991, Peru consumed how much of coal in terms of TWh?",3.27 TWh
"In 1992, Peru consumed how much of coal in terms of TWh?",3.20 TWh
"In 1993, Peru consumed how much of coal in terms of TWh?",3.36 TWh
"In 1994, Peru consumed how much of coal in terms of TWh?",4.14 TWh
"In 1995, Peru consumed how much of coal in terms of TWh?",4.35 TWh
"In 1996, Peru consumed how much of coal in terms of TWh?",4.56 TWh
"In 1997, Peru consumed how much of coal in terms of TWh?",4.74 TWh
"In 1998, Peru consumed how much of coal in terms of TWh?",5.20 TWh
"In 1999, Peru consumed how much of coal in terms of TWh?",4.71 TWh
"In 2000, Peru consumed how much of coal in terms of TWh?",7.32 TWh
"In 2001, Peru consumed how much of coal in terms of TWh?",6.65 TWh
"In 2002, Peru consumed how much of coal in terms of TWh?",9.10 TWh
"In 2003, Peru consumed how much of coal in terms of TWh?",9.77 TWh
"In 2004, Peru consumed how much of coal in terms of TWh?",10.56 TWh
"In 2005, Peru consumed how much of coal in terms of TWh?",10.72 TWh
"In 2006, Peru consumed how much of coal in terms of TWh?",9.12 TWh
"In 2007, Peru consumed how much of coal in terms of TWh?",12.04 TWh
"In 2008, Peru consumed how much of coal in terms of TWh?",10.73 TWh
"In 2009, Peru consumed how much of coal in terms of TWh?",9.64 TWh
"In 2010, Peru consumed how much of coal in terms of TWh?",9.46 TWh
"In 2011, Peru consumed how much of coal in terms of TWh?",9.51 TWh
"In 2012, Peru consumed how much of coal in terms of TWh?",10.15 TWh
"In 2013, Peru consumed how much of coal in terms of TWh?",10.24 TWh
"In 2014, Peru consumed how much of coal in terms of TWh?",10.11 TWh
"In 2015, Peru consumed how much of coal in terms of TWh?",9.42 TWh
"In 2016, Peru consumed how much of coal in terms of TWh?",10.05 TWh
"In 2017, Peru consumed how much of coal in terms of TWh?",8.72 TWh
"In 2018, Peru consumed how much of coal in terms of TWh?",7.87 TWh
"In 2019, Peru consumed how much of coal in terms of TWh?",8.19 TWh
"In 2020, Peru consumed how much of coal in terms of TWh?",5.95 TWh
"In 2021, Peru consumed how much of coal in terms of TWh?",7.79 TWh
"In 2022, Peru consumed how much of coal in terms of TWh?",8.42 TWh
"In 2023, Peru consumed how much of coal in terms of TWh?",8.14 TWh
"In 1965, Philippines consumed how much of coal in terms of TWh?",0.52 TWh
"In 1966, Philippines consumed how much of coal in terms of TWh?",0.49 TWh
"In 1967, Philippines consumed how much of coal in terms of TWh?",0.38 TWh
"In 1968, Philippines consumed how much of coal in terms of TWh?",0.17 TWh
"In 1969, Philippines consumed how much of coal in terms of TWh?",0.23 TWh
"In 1970, Philippines consumed how much of coal in terms of TWh?",0.23 TWh
"In 1971, Philippines consumed how much of coal in terms of TWh?",0.22 TWh
"In 1972, Philippines consumed how much of coal in terms of TWh?",0.22 TWh
"In 1973, Philippines consumed how much of coal in terms of TWh?",0.22 TWh
"In 1974, Philippines consumed how much of coal in terms of TWh?",0.30 TWh
"In 1975, Philippines consumed how much of coal in terms of TWh?",0.58 TWh
"In 1976, Philippines consumed how much of coal in terms of TWh?",0.68 TWh
"In 1977, Philippines consumed how much of coal in terms of TWh?",1.69 TWh
"In 1978, Philippines consumed how much of coal in terms of TWh?",1.55 TWh
"In 1979, Philippines consumed how much of coal in terms of TWh?",1.35 TWh
"In 1980, Philippines consumed how much of coal in terms of TWh?",1.63 TWh
"In 1981, Philippines consumed how much of coal in terms of TWh?",2.82 TWh
"In 1982, Philippines consumed how much of coal in terms of TWh?",3.15 TWh
"In 1983, Philippines consumed how much of coal in terms of TWh?",5.73 TWh
"In 1984, Philippines consumed how much of coal in terms of TWh?",9.18 TWh
"In 1985, Philippines consumed how much of coal in terms of TWh?",12.99 TWh
"In 1986, Philippines consumed how much of coal in terms of TWh?",10.23 TWh
"In 1987, Philippines consumed how much of coal in terms of TWh?",10.88 TWh
"In 1988, Philippines consumed how much of coal in terms of TWh?",13.78 TWh
"In 1989, Philippines consumed how much of coal in terms of TWh?",10.89 TWh
"In 1990, Philippines consumed how much of coal in terms of TWh?",14.60 TWh
"In 1991, Philippines consumed how much of coal in terms of TWh?",17.90 TWh
"In 1992, Philippines consumed how much of coal in terms of TWh?",15.75 TWh
"In 1993, Philippines consumed how much of coal in terms of TWh?",17.48 TWh
"In 1994, Philippines consumed how much of coal in terms of TWh?",17.78 TWh
"In 1995, Philippines consumed how much of coal in terms of TWh?",19.12 TWh
"In 1996, Philippines consumed how much of coal in terms of TWh?",25.76 TWh
"In 1997, Philippines consumed how much of coal in terms of TWh?",31.85 TWh
"In 1998, Philippines consumed how much of coal in terms of TWh?",34.53 TWh
"In 1999, Philippines consumed how much of coal in terms of TWh?",39.39 TWh
"In 2000, Philippines consumed how much of coal in terms of TWh?",53.78 TWh
"In 2001, Philippines consumed how much of coal in terms of TWh?",52.45 TWh
"In 2002, Philippines consumed how much of coal in terms of TWh?",49.16 TWh
"In 2003, Philippines consumed how much of coal in terms of TWh?",50.04 TWh
"In 2004, Philippines consumed how much of coal in terms of TWh?",52.71 TWh
"In 2005, Philippines consumed how much of coal in terms of TWh?",61.84 TWh
"In 2006, Philippines consumed how much of coal in terms of TWh?",58.60 TWh
"In 2007, Philippines consumed how much of coal in terms of TWh?",62.70 TWh
"In 2008, Philippines consumed how much of coal in terms of TWh?",73.92 TWh
"In 2009, Philippines consumed how much of coal in terms of TWh?",70.56 TWh
"In 2010, Philippines consumed how much of coal in terms of TWh?",81.77 TWh
"In 2011, Philippines consumed how much of coal in terms of TWh?",89.85 TWh
"In 2012, Philippines consumed how much of coal in terms of TWh?",94.03 TWh
"In 2013, Philippines consumed how much of coal in terms of TWh?",116.33 TWh
"In 2014, Philippines consumed how much of coal in terms of TWh?",123.77 TWh
"In 2015, Philippines consumed how much of coal in terms of TWh?",135.08 TWh
"In 2016, Philippines consumed how much of coal in terms of TWh?",152.19 TWh
"In 2017, Philippines consumed how much of coal in terms of TWh?",179.97 TWh
"In 2018, Philippines consumed how much of coal in terms of TWh?",190.14 TWh
"In 2019, Philippines consumed how much of coal in terms of TWh?",203.31 TWh
"In 2020, Philippines consumed how much of coal in terms of TWh?",204.06 TWh
"In 2021, Philippines consumed how much of coal in terms of TWh?",219.96 TWh
"In 2022, Philippines consumed how much of coal in terms of TWh?",221.85 TWh
"In 2023, Philippines consumed how much of coal in terms of TWh?",244.92 TWh
"In 1965, Poland consumed how much of coal in terms of TWh?",691.76 TWh
"In 1966, Poland consumed how much of coal in terms of TWh?",701.03 TWh
"In 1967, Poland consumed how much of coal in terms of TWh?",713.72 TWh
"In 1968, Poland consumed how much of coal in terms of TWh?",748.06 TWh
"In 1969, Poland consumed how much of coal in terms of TWh?",785.92 TWh
"In 1970, Poland consumed how much of coal in terms of TWh?",816.19 TWh
"In 1971, Poland consumed how much of coal in terms of TWh?",835.46 TWh
"In 1972, Poland consumed how much of coal in terms of TWh?",873.96 TWh
"In 1973, Poland consumed how much of coal in terms of TWh?",877.55 TWh
"In 1974, Poland consumed how much of coal in terms of TWh?",902.29 TWh
"In 1975, Poland consumed how much of coal in terms of TWh?",973.44 TWh
"In 1976, Poland consumed how much of coal in terms of TWh?",1017.81 TWh
"In 1977, Poland consumed how much of coal in terms of TWh?",1053.91 TWh
"In 1978, Poland consumed how much of coal in terms of TWh?",1102.98 TWh
"In 1979, Poland consumed how much of coal in terms of TWh?",1116.28 TWh
"In 1980, Poland consumed how much of coal in terms of TWh?",1182.12 TWh
"In 1981, Poland consumed how much of coal in terms of TWh?",1054.03 TWh
"In 1982, Poland consumed how much of coal in terms of TWh?",1091.07 TWh
"In 1983, Poland consumed how much of coal in terms of TWh?",1088.43 TWh
"In 1984, Poland consumed how much of coal in terms of TWh?",1134.93 TWh
"In 1985, Poland consumed how much of coal in terms of TWh?",1161.31 TWh
"In 1986, Poland consumed how much of coal in terms of TWh?",1191.01 TWh
"In 1987, Poland consumed how much of coal in terms of TWh?",1233.94 TWh
"In 1988, Poland consumed how much of coal in terms of TWh?",1199.97 TWh
"In 1989, Poland consumed how much of coal in terms of TWh?",1146.61 TWh
"In 1990, Poland consumed how much of coal in terms of TWh?",912.26 TWh
"In 1991, Poland consumed how much of coal in terms of TWh?",903.56 TWh
"In 1992, Poland consumed how much of coal in terms of TWh?",873.54 TWh
"In 1993, Poland consumed how much of coal in terms of TWh?",863.49 TWh
"In 1994, Poland consumed how much of coal in terms of TWh?",804.19 TWh
"In 1995, Poland consumed how much of coal in terms of TWh?",817.86 TWh
"In 1996, Poland consumed how much of coal in terms of TWh?",837.15 TWh
"In 1997, Poland consumed how much of coal in terms of TWh?",816.96 TWh
"In 1998, Poland consumed how much of coal in terms of TWh?",736.13 TWh
"In 1999, Poland consumed how much of coal in terms of TWh?",706.23 TWh
"In 2000, Poland consumed how much of coal in terms of TWh?",654.11 TWh
"In 2001, Poland consumed how much of coal in terms of TWh?",646.41 TWh
"In 2002, Poland consumed how much of coal in terms of TWh?",634.17 TWh
"In 2003, Poland consumed how much of coal in terms of TWh?",652.90 TWh
"In 2004, Poland consumed how much of coal in terms of TWh?",633.71 TWh
"In 2005, Poland consumed how much of coal in terms of TWh?",641.02 TWh
"In 2006, Poland consumed how much of coal in terms of TWh?",667.58 TWh
"In 2007, Poland consumed how much of coal in terms of TWh?",650.67 TWh
